x,y,word
-1.1073025882796668,1.1554721590265769,is
-1.0855967806396845,1.091372919881762,number
-1.502763489957949,1.3768473551281246,a
-1.272379759172336,1.6254284685288953,an
-1.3073640607354693,1.7008293084124424,composite
-1.605843654127682,1.5689391187388946,odd
-0.9018263440498973,1.2497486155849882,even
-1.2414369328285757,0.9899426023158495,prime
0.7919575107816568,0.3123809697770088,16
-0.7012104076010316,-0.9425037857360109,13
0.774667107887246,0.3024478457266905,14
0.1695660388858242,-0.5257199470300187,15
0.7151463220541874,0.34655722409758366,50
-0.6856347902782048,-0.8734478575432556,17
0.7487587888365823,0.36005725562042473,18
-0.6330645898127918,-0.8796416027789161,11
-0.7469407227843615,-0.9496797704013585,19
0.7936420077213624,0.32254606046790624,12
0.7018001447130818,0.2596940336948615,6
0.762946935023591,0.32096520384558513,10
0.15677751782306146,-0.5007014275130514,9
0.7543000080250291,0.29794247700772253,8
-0.6173521808429188,-0.8988835587953686,7
0.18498031369316437,-0.573744793395936,49
-0.6598762169906264,-0.8518478073259567,5
0.7517255533088701,0.312010386149144,4
-0.6813817425174968,-0.9721785225871074,3
-0.22367421555573574,-0.26320985278980413,2
0.7638232908040208,0.38083921866949744,20
0.15146407904895298,-0.5111518940457012,21
0.7590560802738433,0.3374068864718408,22
-0.6972501397574644,-0.8600298092447721,23
0.7220244085236514,0.3514214075097462,48
-0.6191389009207154,-0.8926938325339523,47
0.7111940761786859,0.355614245630899,46
0.20833922757624468,-0.5279277133913937,45
0.7111060466644344,0.3022101748514084,44
-0.6873237127664441,-0.9837579293419038,43
0.688040520365377,0.33346670079678054,42
-0.6725982500008632,-0.9177721350273024,41
0.7683490304680276,0.3375756529640141,40
0.21005733588687242,-0.4513963528485526,39
0.7321419463010552,0.343921753199252,38
-0.6831288353674851,-0.8998589035460599,37
0.7653010831209431,0.3494576378839662,36
0.14566762260320162,-0.5720759871758602,35
0.7737587825114108,0.3261834896129218,34
0.11936344853688391,-0.5557570283115869,33
0.741905647119882,0.3600057976219786,32
-0.6782637496094223,-0.9009258858052979,31
0.7802610593018993,0.29683043743662546,30
-0.6960066219452623,-0.9021323122865156,29
0.7176160080654183,0.312165167889975,28
0.16393951070395252,-0.5006041544839561,27
0.7680738505966552,0.4077118706977334,26
0.08746142081399766,-0.518460505496035,25
0.7289833484033309,0.35380300886727606,24
0.18316261391968605,-0.5156920846727024,1
