x,y,word
-0.18311862408302165,1.6993252664247844,is
-0.15053444921788814,1.6724548366665084,number
-0.19837756635229298,2.189239837965767,a
-0.08473294880829133,2.1661082920550085,an
-0.1376161592001619,1.925510173651287,composite
-0.14061466303557277,1.805410116136947,odd
-0.19387943078490324,1.4830209032583588,even
-0.17720516768907255,1.297261117004397,prime
0.9889093244577818,-0.1864924122007409,16
-1.3744571460647015,-0.26336548288382533,13
0.9340047389901442,-0.19056570050635893,14
-0.2427240402269066,-0.5456599638443673,15
1.0152903322903593,-0.15158021007664857,50
-1.3116400630996858,-0.26579402409395453,17
0.9929120010151165,-0.20019167004487326,18
-1.3383320387795732,-0.27078947142055476,11
-1.3720126570597564,-0.252947324383381,19
0.9919139229464391,-0.18234328946080808,12
0.9396851473313924,-0.19274278628248662,6
1.0291308690909629,-0.15516876903200374,10
-0.25470192153231835,-0.5662334279848414,9
1.0197396946209563,-0.1671476012427701,8
-1.3732182875254522,-0.25087652515536774,7
-0.303575318624581,-0.6020413899947052,49
-1.2966283398859144,-0.252185986460397,5
0.986617708476948,-0.1780668575141731,4
-1.3836974977912797,-0.24451128979406742,3
-0.09985132377598513,-0.05236398874745136,2
0.9365338394872081,-0.18925928435356523,20
-0.2661903004448825,-0.527311413482987,21
1.0070896559568747,-0.18024331771668656,22
-1.349863620208368,-0.24061252080628023,23
0.9484581517080534,-0.22426252604714306,48
-1.3438040149285715,-0.24652664894102225,47
0.9332027227793247,-0.19453315569294366,46
-0.21432333166260037,-0.6005612636337362,45
1.0148717208897786,-0.17112890671379757,44
-1.3643514996371027,-0.28098005906902646,43
0.9808754909890881,-0.15202312465630322,42
-1.3951816271777198,-0.2362939290911435,41
0.9669896912958074,-0.20005014395109175,40
-0.3234077817368061,-0.5492963505587919,39
0.947183554202353,-0.19748848133020158,38
-1.2975068463517487,-0.2969923354394728,37
0.9728106033567413,-0.1876509854586757,36
-0.26908315718926606,-0.561488307482817,35
0.9350986257190739,-0.20616201336514647,34
-0.2928654753460179,-0.5857660192623869,33
0.9526057483632032,-0.17549812867764525,32
-1.3635209859496686,-0.23743063997580427,31
0.9733776596240713,-0.18088747426745544,30
-1.3971358883234426,-0.2242394432844912,29
0.9751199733621468,-0.19970400787600756,28
-0.30193643760479605,-0.5433196244893691,27
0.9546334318073796,-0.17549505938524163,26
-0.2714155198363903,-0.5351262155854716,25
0.9447667624250721,-0.19522599671993884,24
-0.27431724125153784,-0.571704994724634,1
