x,y,word
-0.17263403919423206,1.6530837852372433,is
-0.17908591650144237,1.6318101009332757,number
-0.34924129328158776,2.152787036620757,a
-0.1195637079618005,2.1725138418924934,an
-0.1083920975192115,2.113541671165842,composite
-0.2813345045310183,1.968667574737048,odd
-0.11461056041534165,1.5880761100827596,even
-0.30917827657567604,1.277486868054591,prime
0.8672601930962633,-0.22698526161492022,16
-1.183299478507349,-0.3285314088724228,13
0.885081083411759,-0.19106818067508174,14
-0.17422284402725563,-0.5083385965426216,15
0.8966531993679058,-0.14746501898357975,50
-1.2236726824759303,-0.2997046150367463,17
0.889063497258659,-0.16034564439062804,18
-1.1991598118018496,-0.30571889721741413,11
-1.2770615012492914,-0.30492341998682165,19
0.8701273861480685,-0.1980333927656772,12
0.8241187246216073,-0.19348600483340736,6
0.9271431539210133,-0.18452530934651398,10
-0.2302724077367714,-0.5098545402157332,9
0.8416103946845339,-0.18634931833907872,8
-1.2107489243209113,-0.321886083888285,7
-0.14376242769580283,-0.5746575567396903,49
-1.1991670392543885,-0.28702802432365176,5
0.8809130685136608,-0.1566083639598456,4
-1.2281679481529668,-0.34819074082486856,3
-0.17040193665644165,-0.04090936153825221,2
0.9245509731104915,-0.15910477893208677,20
-0.17334911956930074,-0.4941898380963384,21
0.8750962331813121,-0.1820036180474534,22
-1.1672994071195624,-0.293650669001015,23
0.8092688371842296,-0.16876068903468858,48
-1.112478986336419,-0.3380649073043,47
0.9151664779005925,-0.11385399547367933,46
-0.16432335182267346,-0.5395400045754541,45
0.8432826710838004,-0.15168241535779528,44
-1.203069778652685,-0.3951294514494411,43
0.8409769321265984,-0.1753988412126965,42
-1.205967958632319,-0.33041038208007134,41
0.8280515716984427,-0.19398045322668833,40
-0.2597773571181907,-0.5218350856762162,39
0.8923555359488163,-0.11984508816581091,38
-1.1249116633668488,-0.3420873760687801,37
0.8647860696802769,-0.18225327157220486,36
-0.2321712956323263,-0.54488504775695,35
0.8968832663297086,-0.20300167287902543,34
-0.1461017711587863,-0.51977992056243,33
0.8440076070018159,-0.18370700292947,32
-1.2111565753289628,-0.32189806363188594,31
0.8331533319844708,-0.23443373367963619,30
-1.1943766641262148,-0.31808984141880087,29
0.8374713288146195,-0.2031234484484868,28
-0.26658861768536335,-0.540490561054618,27
0.8614348000220021,-0.16712381546855298,26
-0.23767019911050508,-0.4835652512401042,25
0.833463151742985,-0.13773410956900303,24
-0.2086993453142049,-0.523733914715089,1
